seed,step,distribution,n,eps_quad_rms,eps_quad_bias,eps_quad_p95,eps_quad_p99,eps_quad_rel,eps_re_rms,eps_re_bias,eps_re_p95,eps_re_p99,eps_re_rel,eps_gate_rms,eps_gate_bias,eps_gate_p95,eps_gate_p99,eps_gate_rel,eps_fd_rms,eps_fd_bias,eps_fd_p95,eps_fd_p99,eps_fd_rel,rho_med,rho_p95,lambda_mean,model_seconds_mean
1,100000,onpolicy,2000,132.1017,15.8654,150.9871,486.8601,0.5957,103.8712,12.8735,112.1986,403.6107,0.4684,125.9941,2.0725,77.1817,138.9793,0.5682,126.4143,-1.5891,66.1324,174.6964,0.5701,0.145,0.6314,0.9328,0.00819
1,100000,ou,2000,605.4944,-48.7342,602.97,905.8201,0.5933,494.639,-36.0842,473.6249,707.1699,0.4847,569.179,-11.1593,451.1409,634.2508,0.5577,582.6925,-8.4893,117.8843,816.8632,0.571,0.1886,0.9244,0.8829,0.008193
1,126079,onpolicy,2000,514.2113,3.8654,577.5701,1196.7114,0.5135,440.47,-0.8268,425.3089,951.1477,0.4398,599.9826,14.9175,286.5593,1243.3179,0.5991,615.2798,-1.3694,89.1292,1323.7749,0.6144,0.1712,0.9539,0.8672,0.008211
1,126079,ou,2000,297.6821,20.5767,264.9783,450.2183,0.4722,243.1092,17.4528,188.234,358.9539,0.3856,307.6448,30.3968,120.682,328.5392,0.488,320.9976,19.1271,77.958,869.4272,0.5091,0.1944,0.888,0.8888,0.008193
1,153070,onpolicy,2000,5.7019,-0.1682,12.4858,19.2193,0.1589,4.4247,-0.1326,9.6707,15.2135,0.1233,4.8572,0.0726,9.3429,20.6608,0.1354,21.9781,-0.1058,37.0969,111.1351,0.6127,0.1241,0.3876,0.9513,0.008193
1,153070,ou,2000,108.8927,2.3437,153.124,242.5172,0.4309,77.485,2.295,107.0797,185.0414,0.3066,166.2913,-5.0483,84.0077,205.554,0.658,166.9293,-7.353,55.13,341.0915,0.6606,0.1648,0.8862,0.8939,0.008193
1,180169,onpolicy,2000,15.5725,1.4776,14.3745,83.1114,0.403,13.4733,1.237,11.2364,61.0238,0.3487,28.6287,-0.4079,11.7292,65.7349,0.7409,34.9167,-0.7309,46.6143,127.5253,0.9037,0.1253,0.6431,0.9358,0.008187
1,180169,ou,2000,96.0368,-8.1771,91.4815,208.6081,0.4311,73.0758,-6.0447,71.2254,172.5429,0.328,136.0211,-6.1836,62.3743,250.4377,0.6105,139.5104,-6.5964,48.6836,411.4173,0.6262,0.172,0.9005,0.8934,0.008193
1,209984,onpolicy,2000,7.7579,-1.1289,17.4967,30.6339,0.2032,5.8444,-0.8405,13.4144,22.7763,0.1531,5.8251,-0.7463,13.0901,21.3834,0.1526,18.2135,1.3499,37.2032,82.401,0.4771,0.1153,0.2698,0.9778,0.008215
1,209984,ou,2000,72.4378,-4.2531,74.6752,107.3957,0.368,54.8303,-2.8121,57.9608,86.9248,0.2785,80.7924,2.5197,52.6703,82.7496,0.4104,86.0491,4.3194,46.2282,176.2428,0.4371,0.1651,0.9002,0.8952,0.008193
1,239957,onpolicy,2000,4.2863,-0.0274,9.9074,17.1748,0.1969,3.2125,0.0,7.2632,13.1006,0.1476,3.318,0.0258,7.7002,13.1819,0.1524,15.0251,0.9864,33.5679,64.739,0.6903,0.1044,0.2619,0.9806,0.008191
1,239957,ou,2000,46.9034,0.4712,67.3926,118.9843,0.386,34.7037,0.541,53.6713,99.6996,0.2856,69.3286,3.9512,35.6423,105.3519,0.5705,70.9397,3.0977,35.0773,182.4575,0.5838,0.1755,0.9252,0.8924,0.008193
1,269442,onpolicy,2000,5.2432,-0.1969,12.0051,18.4436,0.2125,3.9947,-0.1023,9.4439,14.6273,0.1619,3.9937,-0.0601,9.2105,14.6409,0.1619,15.0241,1.001,33.3441,66.5891,0.6089,0.1181,0.241,0.9806,0.008198
1,269442,ou,2000,33.9155,-1.2113,53.363,100.7644,0.388,26.6238,-0.6003,37.6381,75.847,0.3046,49.6623,1.7134,30.9641,80.186,0.5681,50.7822,1.7106,34.3774,134.2143,0.5809,0.1859,0.9356,0.8831,0.008193
1,298945,onpolicy,2000,5.6899,1.0102,12.1574,24.2033,0.339,4.4115,0.716,9.0835,20.6165,0.2628,3.9418,0.2923,6.0079,9.5873,0.2348,11.6124,0.6822,25.2943,50.1826,0.6918,0.1245,1.4137,0.9145,0.008193
1,298945,ou,2000,28.6007,0.0011,48.3939,81.6037,0.3593,24.3075,0.0561,35.7567,64.9767,0.3054,40.8346,1.0888,28.3184,79.9359,0.513,43.3295,0.2855,26.6609,166.9695,0.5443,0.1884,0.9844,0.8744,0.008193
1,328272,onpolicy,2000,3.4408,0.1445,6.9053,13.4726,0.2295,2.6667,0.1336,5.129,10.8178,0.1779,2.7557,0.1658,5.3204,10.7061,0.1838,9.6983,0.626,21.4112,38.7389,0.6468,0.1356,0.2812,0.974,0.008194
1,328272,ou,2000,23.2312,0.6603,38.6081,61.2028,0.339,19.5615,0.5502,30.3326,48.1092,0.2855,45.7998,1.1913,25.7176,54.379,0.6684,49.7401,0.0223,28.1152,154.5169,0.7259,0.185,0.9543,0.8816,0.008193
1,358020,onpolicy,2000,2.9534,0.5309,5.9903,11.7209,0.2144,2.3162,0.3994,4.6484,9.0291,0.1682,2.5325,0.2846,4.3291,7.435,0.1839,10.3831,0.4561,21.135,43.7996,0.7538,0.0827,0.2076,0.9743,0.008205
1,358020,ou,2000,30.7314,-0.5231,43.6585,58.3506,0.4297,25.8747,-0.4077,34.5528,47.3627,0.3618,65.121,-0.8304,27.157,97.5406,0.9106,67.0414,-0.6578,28.7473,165.7033,0.9375,0.1824,1.0215,0.8666,0.008193
1,387737,onpolicy,2000,7.1494,-0.243,10.3854,24.5231,0.4054,5.5975,-0.1332,8.2495,19.8713,0.3174,6.2257,0.0554,6.6046,17.6743,0.353,11.5107,0.6161,22.4103,48.6167,0.6527,0.1002,1.1033,0.919,0.008194
1,387737,ou,2000,34.5308,-0.5336,41.0874,73.7822,0.4576,29.6766,-0.4888,31.1196,59.2378,0.3933,64.7596,-1.2434,27.0162,70.457,0.8582,66.7915,-1.4265,29.2197,157.6235,0.8851,0.1812,1.0348,0.8664,0.008193
3,100000,onpolicy,2000,0.1574,-0.0143,0.307,0.6704,0.6046,0.1213,-0.0084,0.2305,0.4711,0.466,0.0596,-0.0016,0.1386,0.1765,0.2291,0.0372,0.0035,0.0687,0.1491,0.1431,0.4701,1.3166,0.7244,0.008224
3,100000,ou,2000,0.1672,-0.0233,0.2436,0.8884,0.6992,0.1282,-0.0184,0.1853,0.7062,0.5361,0.0825,-0.0106,0.108,0.2606,0.3451,0.0742,-0.0005,0.0666,0.2607,0.3101,0.2199,0.8438,0.8677,0.008193
3,124221,onpolicy,2000,0.1243,-0.009,0.2789,0.4055,0.4469,0.094,-0.0067,0.2155,0.3183,0.3381,0.0613,-0.0011,0.1342,0.1801,0.2203,0.0318,0.003,0.0686,0.1252,0.1143,0.3536,1.1712,0.7833,0.008196
3,124221,ou,2000,0.1526,-0.0346,0.2433,0.8297,0.6811,0.1207,-0.0265,0.1833,0.6567,0.5384,0.0832,-0.0139,0.1181,0.3116,0.3715,0.0685,0.0003,0.0708,0.1941,0.3057,0.2511,0.7616,0.8624,0.008193
3,150858,onpolicy,2000,0.1396,0.0387,0.2676,0.4744,0.7291,0.1046,0.0292,0.2118,0.3535,0.5461,0.0688,0.0255,0.1243,0.2318,0.3593,0.0336,0.0008,0.0451,0.1227,0.1754,0.3794,0.8671,0.8054,0.008186
3,150858,ou,2000,0.1344,-0.0291,0.1997,0.6009,0.5594,0.1051,-0.0219,0.1611,0.5194,0.4375,0.0856,-0.0113,0.1149,0.3294,0.3564,0.0765,0.0004,0.0812,0.2339,0.3184,0.2523,0.7362,0.8658,0.008193
3,177959,onpolicy,2000,0.1293,0.0486,0.2807,0.4014,0.7381,0.0984,0.0357,0.2209,0.3148,0.5614,0.0692,0.0282,0.1384,0.2085,0.3951,0.0241,0.0008,0.0425,0.1057,0.1376,0.3578,0.8644,0.8188,0.008191
3,177959,ou,2000,0.1284,-0.0137,0.1598,0.58,0.5096,0.0994,-0.0103,0.1252,0.4493,0.3945,0.0867,-0.0021,0.0924,0.2404,0.3443,0.0848,0.0,0.0882,0.1966,0.3366,0.2431,0.6813,0.8697,0.008193
3,207864,onpolicy,2000,0.1332,-0.0074,0.2891,0.5609,0.583,0.1012,-0.0059,0.2229,0.4303,0.4428,0.0729,-0.0074,0.1693,0.285,0.3189,0.0328,0.0002,0.0654,0.1242,0.1436,0.2565,0.8591,0.8577,0.008195
3,207864,ou,2000,0.1036,-0.011,0.2115,0.4277,0.52,0.0802,-0.0082,0.1601,0.3371,0.4026,0.0703,-0.0005,0.1221,0.247,0.3528,0.0599,0.0022,0.0773,0.2252,0.3008,0.2662,0.7095,0.8672,0.008193
3,237719,onpolicy,2000,0.0582,-0.0049,0.1253,0.1973,0.2414,0.0435,-0.0031,0.0965,0.1535,0.1803,0.0402,-0.0039,0.0818,0.1237,0.1666,0.0405,0.003,0.074,0.1669,0.168,0.1527,0.4714,0.9405,0.008205
3,237719,ou,2000,0.0516,-0.0056,0.1106,0.2093,0.3155,0.0399,-0.0038,0.0842,0.1687,0.244,0.0482,-0.002,0.0668,0.119,0.295,0.0511,0.0007,0.0742,0.1772,0.3123,0.1225,0.748,0.9083,0.008193
3,267590,onpolicy,2000,0.0837,-0.003,0.1866,0.3215,0.2935,0.0611,-0.0012,0.1372,0.2501,0.2141,0.0547,-0.0008,0.1222,0.2256,0.1916,0.0437,0.0033,0.0829,0.1874,0.1533,0.1919,0.509,0.925,0.008216
3,267590,ou,2000,0.0667,-0.009,0.1602,0.2448,0.4345,0.051,-0.0066,0.1175,0.196,0.3324,0.0694,-0.0017,0.0867,0.1508,0.4521,0.0701,0.0021,0.078,0.2044,0.457,0.1256,0.7281,0.9117,0.008193
3,297487,onpolicy,2000,0.0677,-0.0167,0.1523,0.2675,0.2527,0.0528,-0.0124,0.1161,0.2135,0.1971,0.0467,-0.0123,0.105,0.1723,0.1742,0.0468,0.0022,0.0903,0.1736,0.1746,0.1282,0.3961,0.9541,0.008208
3,297487,ou,2000,0.0897,-0.0064,0.2033,0.3972,0.5189,0.0699,-0.0041,0.1473,0.3168,0.404,0.0615,-0.0034,0.1137,0.2041,0.3557,0.0567,-0.001,0.0799,0.178,0.328,0.1098,0.8228,0.9008,0.008193
3,327174,onpolicy,2000,0.0985,-0.0058,0.1324,0.2673,0.3326,0.0729,-0.0043,0.1033,0.1797,0.246,0.0811,-0.0039,0.0925,0.2063,0.2738,0.0828,0.0017,0.0995,0.244,0.2794,0.1485,0.6935,0.9225,0.008196
3,327174,ou,2000,0.0843,-0.0228,0.1683,0.2181,0.4681,0.0649,-0.0168,0.134,0.1731,0.3601,0.0723,-0.0125,0.0968,0.1818,0.4011,0.0705,-0.0007,0.0796,0.1866,0.3912,0.1062,0.8463,0.8932,0.008193
3,356717,onpolicy,2000,0.0769,0.0027,0.1314,0.1923,0.2258,0.0568,0.0018,0.0993,0.1489,0.1667,0.0388,0.0051,0.0916,0.1282,0.1139,0.0394,0.0035,0.083,0.1718,0.1157,0.1239,0.3186,0.959,0.008197
3,356717,ou,2000,0.1041,-0.0233,0.225,0.3374,0.5099,0.0811,-0.0172,0.177,0.2705,0.3972,0.0985,-0.0127,0.1209,0.2334,0.4827,0.0947,-0.0012,0.079,0.2385,0.4638,0.1063,0.8539,0.8914,0.008193
3,386418,onpolicy,2000,0.1046,-0.0264,0.1889,0.304,0.3356,0.0792,-0.0192,0.1424,0.2334,0.254,0.0746,-0.0175,0.1327,0.2357,0.2395,0.0763,0.007,0.1399,0.3475,0.2448,0.1601,0.5554,0.9314,0.008182
3,386418,ou,2000,0.1001,-0.0306,0.2264,0.3416,0.5086,0.077,-0.0223,0.1716,0.2654,0.391,0.074,-0.014,0.1151,0.2104,0.3757,0.0704,0.0022,0.0875,0.2373,0.3576,0.113,0.8763,0.8824,0.008193
5,100000,onpolicy,2000,0.1126,-0.0367,0.1778,0.447,0.4462,0.0891,-0.0263,0.1415,0.3623,0.353,0.0854,-0.0231,0.1012,0.1979,0.3383,0.087,-0.0002,0.0993,0.3102,0.345,0.3484,0.756,0.8364,0.008202
5,100000,ou,2000,0.1241,-0.0225,0.2492,0.4544,0.3906,0.095,-0.0165,0.1776,0.3636,0.2989,0.1101,-0.0129,0.1296,0.2971,0.3465,0.1293,0.0022,0.193,0.4461,0.407,0.0928,0.8664,0.9004,0.008193
5,124245,onpolicy,2000,0.6068,0.3717,1.1828,1.4876,1.0759,0.4715,0.2769,0.9431,1.1804,0.8359,0.3269,0.1417,0.5491,0.8681,0.5795,0.2693,-0.004,0.3688,0.9179,0.4775,0.5877,0.9854,0.7304,0.008185
5,124245,ou,2000,0.4473,0.0995,0.7786,1.2097,0.5605,0.356,0.0747,0.59,0.9498,0.4461,0.334,0.0622,0.378,1.6183,0.4185,0.367,0.0089,0.5061,1.852,0.4599,0.0878,0.8258,0.9053,0.008193
5,150602,onpolicy,2000,0.2384,0.0193,0.5953,0.7447,0.8237,0.1847,0.0179,0.4585,0.5876,0.6381,0.0688,0.0044,0.1066,0.2302,0.2375,0.1328,0.001,0.2955,0.6101,0.4586,0.3676,3.2509,0.6103,0.0082
5,150602,ou,2000,0.3594,0.0736,0.819,1.6379,0.4518,0.2767,0.056,0.6596,1.2334,0.3478,0.3743,0.0334,0.4076,1.1455,0.4706,0.4996,-0.0166,0.6706,2.3618,0.628,0.0872,0.8432,0.9087,0.008193
5,178445,onpolicy,2000,0.0869,0.008,0.1295,0.4135,0.3064,0.0696,0.0052,0.0928,0.3351,0.2451,0.0891,0.0053,0.0782,0.2761,0.3139,0.1534,0.0045,0.2742,0.6831,0.5405,0.132,0.7643,0.9368,0.008192
5,178445,ou,2000,0.1228,0.0006,0.2452,0.404,0.2795,0.0989,0.0011,0.1957,0.3259,0.225,0.2646,0.0116,0.1393,0.3063,0.602,0.3174,0.0059,0.3167,1.0075,0.7222,0.0816,0.8458,0.9071,0.008193
5,208144,onpolicy,2000,0.0567,-0.0064,0.167,0.2606,0.3353,0.0448,-0.0049,0.1357,0.2132,0.2652,0.044,-0.0072,0.0436,0.1529,0.2607,0.0575,-0.001,0.1044,0.2271,0.3405,0.1209,1.2465,0.9125,0.008189
5,208144,ou,2000,0.0512,-0.0016,0.0909,0.1461,0.2782,0.0397,-0.0008,0.0635,0.1152,0.2154,0.1211,0.0042,0.0477,0.1177,0.6573,0.1326,0.0081,0.1103,0.2869,0.7201,0.0834,0.8354,0.9048,0.008193
5,237735,onpolicy,2000,0.1129,0.0057,0.208,0.5435,0.421,0.0898,0.0042,0.1515,0.4398,0.3349,0.0939,0.0056,0.1159,0.349,0.35,0.0966,0.0035,0.1041,0.4131,0.3602,0.1887,1.0218,0.8711,0.008179
5,237735,ou,2000,0.0376,-0.0089,0.0732,0.164,0.3026,0.029,-0.0068,0.058,0.1325,0.2331,0.0424,-0.0045,0.0369,0.1458,0.3412,0.057,0.0015,0.0588,0.2693,0.4582,0.0817,0.8517,0.9001,0.008193
5,267390,onpolicy,2000,0.1093,0.0246,0.2224,0.3518,0.4541,0.0839,0.0192,0.172,0.2259,0.3484,0.0892,0.0076,0.0874,0.2227,0.3706,0.1055,0.0031,0.0702,0.3923,0.4383,0.3005,1.3856,0.7434,0.008204
5,267390,ou,2000,0.0317,-0.0037,0.0654,0.1468,0.2538,0.0243,-0.0029,0.0513,0.1156,0.1945,0.0403,-0.0013,0.0423,0.1039,0.3231,0.0485,0.0009,0.0577,0.2047,0.3884,0.0736,0.8682,0.8978,0.008193
5,296891,onpolicy,2000,0.0865,-0.0102,0.0785,0.4806,0.2551,0.0677,-0.0072,0.062,0.3544,0.1997,0.0763,-0.0031,0.0539,0.141,0.225,0.1118,0.0021,0.1548,0.2905,0.3297,0.0656,1.0023,0.9329,0.008199
5,296891,ou,2000,0.0349,-0.0048,0.0737,0.1496,0.2794,0.0265,-0.0034,0.0555,0.1172,0.2117,0.0493,-0.0011,0.0414,0.0975,0.3945,0.0573,0.0025,0.0567,0.2021,0.4582,0.0671,0.8844,0.8936,0.008193
5,326535,onpolicy,2000,0.0722,-0.0015,0.0601,0.4142,0.3306,0.0559,-0.0014,0.0477,0.3388,0.256,0.0272,0.0003,0.0401,0.0996,0.1243,0.0755,0.0049,0.1319,0.267,0.3457,0.0977,0.7257,0.9413,0.008152
5,326535,ou,2000,0.0378,-0.0075,0.0713,0.1644,0.2506,0.0292,-0.0055,0.0522,0.1296,0.1936,0.0697,-0.0025,0.0412,0.1587,0.4614,0.0761,0.0017,0.0607,0.2713,0.5043,0.0701,0.8828,0.8929,0.008193
5,356413,onpolicy,2000,0.0911,0.0047,0.1301,0.2748,0.3084,0.0707,0.0037,0.1057,0.2137,0.2391,0.0849,0.0015,0.0685,0.178,0.2873,0.1102,0.0051,0.1334,0.3622,0.3729,0.0965,1.0441,0.8697,0.008216
5,356413,ou,2000,0.0428,-0.0082,0.0923,0.2075,0.2925,0.0327,-0.0058,0.0711,0.1555,0.2233,0.0633,-0.0022,0.0525,0.0995,0.4322,0.0748,0.0036,0.0699,0.2155,0.5109,0.065,0.9307,0.8846,0.008193
5,385696,onpolicy,2000,0.0673,-0.0091,0.0682,0.1056,0.2567,0.0519,-0.0064,0.0535,0.0897,0.1981,0.0363,-0.0041,0.0513,0.1612,0.1383,0.0745,0.0022,0.1475,0.331,0.2842,0.0749,0.789,0.9297,0.008201
5,385696,ou,2000,0.0382,-0.0079,0.075,0.184,0.2762,0.0286,-0.0054,0.059,0.1379,0.2071,0.0364,-0.0035,0.045,0.0719,0.2633,0.0499,0.0009,0.0683,0.1572,0.3614,0.0824,0.9236,0.8843,0.008193
11,100000,onpolicy,2000,0.1112,-0.0185,0.1975,0.5293,0.4321,0.0914,-0.0128,0.1524,0.3961,0.3549,0.1154,-0.0141,0.125,0.3349,0.4482,0.1353,0.0021,0.125,0.4253,0.5255,0.2258,0.6671,0.894,0.008168
11,100000,ou,2000,0.3583,-0.0418,0.3141,0.5891,0.5032,0.2301,-0.03,0.2541,0.4794,0.323,0.4525,-0.0023,0.1941,0.3762,0.6353,0.451,0.0161,0.1485,0.4669,0.6332,0.1667,0.6479,0.9084,0.008193
11,125589,onpolicy,2000,0.0294,-0.0032,0.0665,0.1001,0.22,0.0221,-0.0025,0.0492,0.0786,0.1651,0.0227,-0.002,0.0503,0.0831,0.1694,0.0552,0.0025,0.099,0.2283,0.4125,0.2051,0.4007,0.947,0.008161
11,125589,ou,2000,0.4226,-0.0005,0.654,1.2764,0.5526,0.3239,0.0012,0.5021,1.0166,0.4235,0.3786,-0.0033,0.4055,0.7164,0.4951,0.3666,-0.007,0.224,0.6198,0.4794,0.155,0.7215,0.9095,0.008193
11,152440,onpolicy,2000,0.0836,-0.0076,0.133,0.2996,0.2435,0.1018,-0.004,0.1042,0.2216,0.2966,0.2559,0.0066,0.0973,0.2443,0.7457,0.2625,0.0105,0.1506,0.3509,0.7649,0.1449,0.3605,0.9588,0.008198
11,152440,ou,2000,0.4623,-0.0692,0.5102,1.3859,0.4378,0.3515,-0.0523,0.3391,1.0999,0.3328,0.4572,-0.0378,0.2146,0.7813,0.4329,0.4482,-0.0086,0.1515,0.4194,0.4244,0.1371,0.8038,0.9079,0.008193
11,179515,onpolicy,2000,0.1085,-0.0245,0.1969,0.3426,0.3417,0.0849,-0.0174,0.1458,0.2617,0.2673,0.3427,-0.0145,0.1301,0.2434,1.079,0.3549,0.0015,0.1164,0.4959,1.1176,0.1593,0.4325,0.9479,0.00819
11,179515,ou,2000,0.1846,-0.0469,0.2857,0.8517,0.4668,0.1448,-0.0361,0.2024,0.6912,0.3662,0.3017,-0.0143,0.1538,0.4458,0.7627,0.2931,0.012,0.0632,0.2177,0.7409,0.1285,0.7865,0.9074,0.008193
11,209031,onpolicy,2000,0.1137,-0.027,0.2521,0.4701,0.3293,0.087,-0.0187,0.1934,0.3658,0.2521,0.2149,-0.021,0.1632,0.2576,0.6223,0.2394,-0.0043,0.1927,0.6436,0.6933,0.149,0.7109,0.9276,0.008204
11,209031,ou,2000,0.0782,-0.0115,0.1511,0.1989,0.3499,0.0605,-0.0078,0.1194,0.1581,0.2707,0.0708,-0.0058,0.0905,0.1518,0.3169,0.0713,0.0015,0.0673,0.2135,0.3191,0.1275,0.7577,0.9107,0.008193
11,238313,onpolicy,2000,0.169,-0.0319,0.1983,1.0022,0.5164,0.1347,-0.0249,0.1508,0.8144,0.4117,0.0615,-0.0095,0.1322,0.1953,0.1881,0.0744,0.0073,0.1516,0.3193,0.2273,0.1514,0.3427,0.9438,0.008201
11,238313,ou,2000,0.0719,-0.0088,0.1521,0.2023,0.3803,0.055,-0.0057,0.1175,0.1643,0.2913,0.0876,-0.0046,0.0934,0.1273,0.4636,0.0881,0.0006,0.0847,0.1818,0.4663,0.1215,0.7673,0.9117,0.008193
11,267724,onpolicy,2000,0.0523,0.0074,0.1209,0.1816,0.2117,0.0398,0.0059,0.0924,0.1402,0.1609,0.0383,0.0059,0.0896,0.1362,0.1552,0.0528,0.0052,0.1024,0.2194,0.2139,0.1442,0.3144,0.9689,0.008205
11,267724,ou,2000,0.0843,-0.0238,0.1393,0.2502,0.3649,0.0641,-0.0169,0.1118,0.2239,0.2776,0.0699,-0.014,0.0891,0.203,0.3029,0.0689,0.0002,0.0719,0.2313,0.2984,0.1198,0.7798,0.9076,0.008193
11,296944,onpolicy,2000,0.0089,-0.0001,0.0203,0.0256,0.2235,0.0068,-0.0,0.0155,0.0204,0.1692,0.008,0.0005,0.0176,0.0274,0.1999,0.0306,0.0043,0.072,0.1233,0.7643,0.2005,0.4113,0.945,0.008169
11,296944,ou,2000,0.064,-0.0228,0.1199,0.3082,0.3113,0.0492,-0.0164,0.0899,0.2444,0.2395,0.0533,-0.0112,0.0645,0.2063,0.2592,0.0557,0.002,0.0729,0.223,0.271,0.1189,0.7804,0.904,0.008193
11,326464,onpolicy,2000,0.102,-0.0294,0.2077,0.3045,0.3689,0.0765,-0.0208,0.1581,0.2395,0.2767,0.0686,-0.0185,0.1458,0.2069,0.2479,0.0674,0.0045,0.1496,0.2661,0.2436,0.1828,0.4064,0.9439,0.008182
11,326464,ou,2000,0.0677,-0.0222,0.1198,0.2861,0.2933,0.052,-0.016,0.0931,0.2345,0.2253,0.0523,-0.0092,0.062,0.1831,0.2264,0.0562,0.0016,0.081,0.2448,0.2433,0.1216,0.8259,0.8979,0.008193
11,355856,onpolicy,2000,0.0738,-0.009,0.1485,0.2742,0.2471,0.0546,-0.0062,0.1133,0.2019,0.1829,0.0528,-0.0055,0.1098,0.1961,0.1767,0.0719,0.0029,0.1387,0.3103,0.2406,0.1834,0.4345,0.9434,0.008178
11,355856,ou,2000,0.0707,-0.0038,0.1517,0.3518,0.3526,0.0547,-0.0025,0.1149,0.2729,0.2727,0.0583,-0.0016,0.0936,0.2641,0.2904,0.058,0.0015,0.0805,0.2915,0.2891,0.1098,0.8436,0.8942,0.008193
11,385116,onpolicy,2000,0.076,0.004,0.1695,0.2914,0.2692,0.0587,0.0037,0.1306,0.2333,0.2081,0.0657,0.0012,0.1107,0.2508,0.2328,0.0786,0.0016,0.143,0.345,0.2785,0.1773,0.934,0.8891,0.008172
11,385116,ou,2000,0.0964,0.0064,0.2649,0.326,0.4902,0.0749,0.0053,0.1971,0.2666,0.3807,0.0591,0.0025,0.1093,0.1975,0.3005,0.0519,-0.0002,0.0822,0.214,0.2637,0.1016,0.8707,0.8907,0.008193
